"status_id","created_at","user_id","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x972261365846085637",2018-03-10 00:02:28,"x800501342653399040","TheNYevening","RT @TheNYevening: #CDC Doctor, Who Said #FluShot Caused Deadly Outbreak, Missing Feared Dead https://t.co/215cVdJcvT https://t.co/fUT5ramcZR","Twitter Web Client",140,,,,FALSE,TRUE,0,71,"CDC FluShot",,"nyeveningnews.com/2018/03/05/cdc…","https://t.co/215cVdJcvT","http://nyeveningnews.com/2018/03/05/cdc-doctor-said-flu-shot-caused-deadly-outbreak-missing-feared-dead/","http://pbs.twimg.com/media/DXin6TDXcAA3TOH.jpg","https://t.co/fUT5ramcZR","https://twitter.com/TheNYevening/status/970710401087307777/photo/1","photo","http://pbs.twimg.com/media/DXin6TDXcAA3TOH.jpg","https://t.co/fUT5ramcZR","https://twitter.com/TheNYevening/status/970710401087307777/photo/1",,"x800501342653399040","TheNYevening","en",,,,,,,,,,,,,,,,"x970710401087307777","#CDC Doctor, Who Said #FluShot Caused Deadly Outbreak, Missing Feared Dead https://t.co/215cVdJcvT https://t.co/fUT5ramcZR",2018-03-05 17:19:29,,33,"x800501342653399040","TheNYevening","The NY Evening",9821,10572,8315,"New York, NY","Truth, Justice and Wisdom!
We discuss Conspiracies, Alternative and Breaking News, Aliens, UFOs, Unexplained Phenomena.",FALSE,,,,,,,,,
"x972253857437900800",2018-03-09 23:32:37,"x51876703","sarahkbingler","RT @epaultaylor: We have been thinking about the #flushot all wrong: It may not always prevent illness, but it will reduce risk of death. B…","Twitter for iPhone",140,,,,FALSE,TRUE,0,2,"flushot",,,,,,,,,,,,,"x726103488","epaultaylor","en",,,,,,,,,,,,,,,,"x972132939663261696","We have been thinking about the #flushot all wrong: It may not always prevent illness, but it will reduce risk of death. By @TaraHaelle @NBCNewsThink Via @picardonhealth #influenza https://t.co/dknixIPeEA",2018-03-09 15:32:08,,5,"x726103488","epaultaylor","Paul Taylor",2797,316,20331,"Toronto","Patient Navigation Advisor at Sunnybrook Health Sciences Centre. Focused on #Health, #Science as well as Space.",FALSE,,,,,,,,,
"x972250726276661248",2018-03-09 23:20:11,"x205576004","DrJoeHaraszti","Flu season is almost over. Should you still get a flu shot?
https://t.co/jPIsVzjJOc
#flushot #health #news #pasadena #joejaraszti https://t.co/BGhssxER0I","Sprout Social",129,,,,FALSE,FALSE,0,0,"flushot health news pasadena joejaraszti",,"goo.gl/g3QGxv","https://t.co/jPIsVzjJOc","https://goo.gl/g3QGxv","http://pbs.twimg.com/ext_tw_video_thumb/972250696757194758/pu/img/WEvkw1HCYkTuzk_W.jpg","https://t.co/BGhssxER0I","https://twitter.com/DrJoeHaraszti/status/972250726276661248/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/972250696757194758/pu/img/WEvkw1HCYkTuzk_W.jpg","https://t.co/BGhssxER0I","https://twitter.com/DrJoeHaraszti/status/972250726276661248/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972250725081329664",2018-03-09 23:20:11,"x41674924","ColinBBaker","Flu season is almost over. Should you still get a flu shot?
https://t.co/6unRzuuLXf
#flushot #health #news #pasadena #joejaraszti https://t.co/vUOpxEWTwg","Sprout Social",129,,,,FALSE,FALSE,0,0,"flushot health news pasadena joejaraszti",,"goo.gl/g3QGxv","https://t.co/6unRzuuLXf","https://goo.gl/g3QGxv","http://pbs.twimg.com/ext_tw_video_thumb/972250697067581441/pu/img/WO_QlafFFxrea3PI.jpg","https://t.co/vUOpxEWTwg","https://twitter.com/ColinBBaker/status/972250725081329664/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/972250697067581441/pu/img/WO_QlafFFxrea3PI.jpg","https://t.co/vUOpxEWTwg","https://twitter.com/ColinBBaker/status/972250725081329664/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972250717888053248",2018-03-09 23:20:09,"x16735168","rogerscott","Flu season is almost over. Should you still get a flu shot?
https://t.co/ot4ZK4RGOG
#flushot #health #news #pasadena #joejaraszti https://t.co/wQxItO4KWU","Sprout Social",129,,,,FALSE,FALSE,0,0,"flushot health news pasadena joejaraszti",,"goo.gl/g3QGxv","https://t.co/ot4ZK4RGOG","https://goo.gl/g3QGxv","http://pbs.twimg.com/ext_tw_video_thumb/972250688548896768/pu/img/tfXtBuJ_JLSDFUz7.jpg","https://t.co/wQxItO4KWU","https://twitter.com/rogerscott/status/972250717888053248/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/972250688548896768/pu/img/tfXtBuJ_JLSDFUz7.jpg","https://t.co/wQxItO4KWU","https://twitter.com/rogerscott/status/972250717888053248/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972250715061211136",2018-03-09 23:20:08,"x325770200","KISSMediaCo","Flu season is almost over. Should you still get a flu shot?
https://t.co/wEhcvtV1He
#flushot #health #news #pasadena #joejaraszti https://t.co/MzeGwc4gzn","Sprout Social",129,,,,FALSE,FALSE,0,0,"flushot health news pasadena joejaraszti",,"goo.gl/g3QGxv","https://t.co/wEhcvtV1He","https://goo.gl/g3QGxv","http://pbs.twimg.com/ext_tw_video_thumb/972250686812540930/pu/img/31YftXxNO0G4mxFX.jpg","https://t.co/MzeGwc4gzn","https://twitter.com/KISSMediaCo/status/972250715061211136/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/972250686812540930/pu/img/31YftXxNO0G4mxFX.jpg","https://t.co/MzeGwc4gzn","https://twitter.com/KISSMediaCo/status/972250715061211136/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972250708572561408",2018-03-09 23:20:07,"x44375201","martavision","Flu season is almost over. Should you still get a flu shot?
https://t.co/G59JLjzMUi
#flushot #health #news #pasadena #joejaraszti https://t.co/53JDXC9PDm","Sprout Social",129,,,,FALSE,FALSE,0,0,"flushot health news pasadena joejaraszti",,"goo.gl/g3QGxv","https://t.co/G59JLjzMUi","https://goo.gl/g3QGxv","http://pbs.twimg.com/ext_tw_video_thumb/972250697201848320/pu/img/9Txcfozj7eBiqQrt.jpg","https://t.co/53JDXC9PDm","https://twitter.com/martavision/status/972250708572561408/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/972250697201848320/pu/img/9Txcfozj7eBiqQrt.jpg","https://t.co/53JDXC9PDm","https://twitter.com/martavision/status/972250708572561408/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972243036603166720",2018-03-09 22:49:37,"x2945423750","asiamoonbloom","RT @kenjaques: Pulling back the curtain on chronic disease, vaccines and health care. Amazing... MUST WATCH.
Remember the @ClevelandClinic…","Twitter for iPhone",139,,,,FALSE,TRUE,0,22,,,,,,,,,,,,,,"x224691493 24236494","kenjaques ClevelandClinic","en",,,,,,,,,,,,,,,,"x954358478805651462","Pulling back the curtain on chronic disease, vaccines and health care. Amazing... MUST WATCH.
Remember the @ClevelandClinic doctor who wrote a #flushot column last yr? Listen &amp; share

#IStandWithDrNeides

https://t.co/mqHCkLRuaU via @youtube",2018-01-19 14:22:47,,35,"x224691493","kenjaques","Ken Jaques",16511,15712,25972,"Burlington, ON, CA","Creating Healthy Communities Worldwide  Mission: lessen chronic disease, make health care systems sustainable

Founder, #myHealthyCommunity -- Join us at mHC!",FALSE,,,,,,,,,
"x972242480279285760",2018-03-09 22:47:25,"x1210504903","AndreMollema","RT @OTT_CPmedic: Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .…","Twitter for Android",139,,,,FALSE,TRUE,0,16,"CommunityParamedics",,,,,,,,,,,,,"x940307857689387008","OTT_CPmedic","en",,,,,,,,,,,,,,,,"x972125012655202304","Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .

@ottawahealth @champlainlhin @ottawaparamedic #influenza #beaflufighter #WashYourHands #CoverYourCough #StayHomeIfSick #FluShot https://t.co/Iq6HsYO3YE",2018-03-09 15:00:38,,13,"x940307857689387008","OTT_CPmedic","CommunityParamedics",124,90,260,"Ottawa, Ontario","#Ottawa #CommunityParamedics #ParamédicsCommunautaire
#Paramedic #Paramédic 
Account not monitored 24/7.
Cette page n’est pas surveillée 24/7.",FALSE,,,,,,,,,
"x972219884342947840",2018-03-09 21:17:38,"x1939332804","fastrunner2b","RT @OTT_CPmedic: Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .…","Twitter Web Client",139,,,,FALSE,TRUE,0,16,"CommunityParamedics",,,,,,,,,,,,,"x940307857689387008","OTT_CPmedic","en",,,,,,,,,,,,,,,,"x972125012655202304","Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .

@ottawahealth @champlainlhin @ottawaparamedic #influenza #beaflufighter #WashYourHands #CoverYourCough #StayHomeIfSick #FluShot https://t.co/Iq6HsYO3YE",2018-03-09 15:00:38,,13,"x940307857689387008","OTT_CPmedic","CommunityParamedics",124,90,260,"Ottawa, Ontario","#Ottawa #CommunityParamedics #ParamédicsCommunautaire
#Paramedic #Paramédic 
Account not monitored 24/7.
Cette page n’est pas surveillée 24/7.",FALSE,,,,,,,,,
"x972215594450870273",2018-03-09 21:00:35,"x940307857689387008","OTT_CPmedic","Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .

@ottawahealth @champlainlhin @ottawaparamedic #influenza #beaflufighter #WashYourHands #CoverYourCough #StayHomeIfSick #FluShot https://t.co/Ku9z4svf5L","CinchShare",250,,,,FALSE,FALSE,0,0,"CommunityParamedics influenza beaflufighter WashYourHands CoverYourCough StayHomeIfSick FluShot",,,,,"http://pbs.twimg.com/media/DX4A6s5VoAA0Nq9.jpg","https://t.co/Ku9z4svf5L","https://twitter.com/OTT_CPmedic/status/972215594450870273/photo/1","photo","http://pbs.twimg.com/media/DX4A6s5VoAA0Nq9.jpg","https://t.co/Ku9z4svf5L","https://twitter.com/OTT_CPmedic/status/972215594450870273/photo/1",,"x84366480 262726504 213416643","ottawahealth champlainlhin OttawaParamedic","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972208509243797505",2018-03-09 20:32:26,"x741472244132544513","Alealfaroarcher","RT @CancerTruthNews: BREAKING: Department of Justice #DOJ Sues County in Wisconsin Over Nurse Being Forced to Receive #FluShot Against... h…","Twitter for iPhone",140,,,,FALSE,TRUE,0,2,"DOJ FluShot",,,,,,,,,,,,,"x121291327","CancerTruthNews","en",,,,,,,,,,,,,,,,"x972182148131168256","BREAKING: Department of Justice #DOJ Sues County in Wisconsin Over Nurse Being Forced to Receive #FluShot Against... https://t.co/VdGj7jcllW",2018-03-09 18:47:41,,1,"x121291327","CancerTruthNews","Ty & Char Bollinger",6698,633,10013,"Anytown, USA","Ty and Charlene Bollinger are Christians, health freedom advocates, cancer researchers, and author of the best‐selling book Cancer - Step Outside the Box.",FALSE,,,,,,,,,
"x972205174201741312",2018-03-09 20:19:10,"x205576004","DrJoeHaraszti","Should you still get flu shot?
https://t.co/jPIsVzjJOc
#flushot #health #news #pasadena #joejaraszti https://t.co/5RaYeRtBmW","Sprout Social",100,,,,FALSE,FALSE,0,0,"flushot health news pasadena joejaraszti",,"goo.gl/g3QGxv","https://t.co/jPIsVzjJOc","https://goo.gl/g3QGxv","http://pbs.twimg.com/ext_tw_video_thumb/972205146506715137/pu/img/0Ee__61sZLdX8Gt8.jpg","https://t.co/5RaYeRtBmW","https://twitter.com/DrJoeHaraszti/status/972205174201741312/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/972205146506715137/pu/img/0Ee__61sZLdX8Gt8.jpg","https://t.co/5RaYeRtBmW","https://twitter.com/DrJoeHaraszti/status/972205174201741312/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972205173769678848",2018-03-09 20:19:10,"x44375201","martavision","Should you still get flu shot?
https://t.co/G59JLjzMUi
#flushot #health #news #pasadena #joejaraszti https://t.co/OPqv0jNC45","Sprout Social",100,,,,FALSE,FALSE,0,0,"flushot health news pasadena joejaraszti",,"goo.gl/g3QGxv","https://t.co/G59JLjzMUi","https://goo.gl/g3QGxv","http://pbs.twimg.com/ext_tw_video_thumb/972205146263425025/pu/img/ssp5YAsDRfSJIALR.jpg","https://t.co/OPqv0jNC45","https://twitter.com/martavision/status/972205173769678848/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/972205146263425025/pu/img/ssp5YAsDRfSJIALR.jpg","https://t.co/OPqv0jNC45","https://twitter.com/martavision/status/972205173769678848/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972205165506908161",2018-03-09 20:19:08,"x41674924","ColinBBaker","Should you still get flu shot?
https://t.co/6unRzuuLXf
#flushot #health #news #pasadena #joejaraszti https://t.co/tNantxYYLN","Sprout Social",100,,,,FALSE,FALSE,0,0,"flushot health news pasadena joejaraszti",,"goo.gl/g3QGxv","https://t.co/6unRzuuLXf","https://goo.gl/g3QGxv","http://pbs.twimg.com/ext_tw_video_thumb/972205136704626689/pu/img/GMcK7r6mvF0ib9R4.jpg","https://t.co/tNantxYYLN","https://twitter.com/ColinBBaker/status/972205165506908161/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/972205136704626689/pu/img/GMcK7r6mvF0ib9R4.jpg","https://t.co/tNantxYYLN","https://twitter.com/ColinBBaker/status/972205165506908161/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972205165108490242",2018-03-09 20:19:08,"x16735168","rogerscott","Should you still get flu shot?
https://t.co/ot4ZK4RGOG
#flushot #health #news #pasadena #joejaraszti https://t.co/xwfOytmFmP","Sprout Social",100,,,,FALSE,FALSE,0,0,"flushot health news pasadena joejaraszti",,"goo.gl/g3QGxv","https://t.co/ot4ZK4RGOG","https://goo.gl/g3QGxv","http://pbs.twimg.com/ext_tw_video_thumb/972205136125808642/pu/img/P8GDgHIPCM4lBH9c.jpg","https://t.co/xwfOytmFmP","https://twitter.com/rogerscott/status/972205165108490242/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/972205136125808642/pu/img/P8GDgHIPCM4lBH9c.jpg","https://t.co/xwfOytmFmP","https://twitter.com/rogerscott/status/972205165108490242/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972205164986855424",2018-03-09 20:19:08,"x325770200","KISSMediaCo","Should you still get flu shot?
https://t.co/wEhcvtV1He
#flushot #health #news #pasadena #joejaraszti https://t.co/nuOsbHF2KO","Sprout Social",100,,,,FALSE,FALSE,0,0,"flushot health news pasadena joejaraszti",,"goo.gl/g3QGxv","https://t.co/wEhcvtV1He","https://goo.gl/g3QGxv","http://pbs.twimg.com/ext_tw_video_thumb/972205136150978560/pu/img/VmmOa3tQrR9PWaDy.jpg","https://t.co/nuOsbHF2KO","https://twitter.com/KISSMediaCo/status/972205164986855424/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/972205136150978560/pu/img/VmmOa3tQrR9PWaDy.jpg","https://t.co/nuOsbHF2KO","https://twitter.com/KISSMediaCo/status/972205164986855424/video/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972203197120032769",2018-03-09 20:11:19,"x2829937774","STPStServices","RT @OTT_CPmedic: Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .…","Twitter for iPad",139,,,,FALSE,TRUE,0,16,"CommunityParamedics",,,,,,,,,,,,,"x940307857689387008","OTT_CPmedic","en",,,,,,,,,,,,,,,,"x972125012655202304","Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .

@ottawahealth @champlainlhin @ottawaparamedic #influenza #beaflufighter #WashYourHands #CoverYourCough #StayHomeIfSick #FluShot https://t.co/Iq6HsYO3YE",2018-03-09 15:00:38,,13,"x940307857689387008","OTT_CPmedic","CommunityParamedics",124,90,260,"Ottawa, Ontario","#Ottawa #CommunityParamedics #ParamédicsCommunautaire
#Paramedic #Paramédic 
Account not monitored 24/7.
Cette page n’est pas surveillée 24/7.",FALSE,,,,,,,,,
"x972191952354578434",2018-03-09 19:26:38,"x361598155","TWITLYBUTTON","RT @OTT_CPmedic: Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .…","Twitter Lite",139,,,,FALSE,TRUE,0,16,"CommunityParamedics",,,,,,,,,,,,,"x940307857689387008","OTT_CPmedic","en",,,,,,,,,,,,,,,,"x972125012655202304","Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .

@ottawahealth @champlainlhin @ottawaparamedic #influenza #beaflufighter #WashYourHands #CoverYourCough #StayHomeIfSick #FluShot https://t.co/Iq6HsYO3YE",2018-03-09 15:00:38,,13,"x940307857689387008","OTT_CPmedic","CommunityParamedics",124,90,260,"Ottawa, Ontario","#Ottawa #CommunityParamedics #ParamédicsCommunautaire
#Paramedic #Paramédic 
Account not monitored 24/7.
Cette page n’est pas surveillée 24/7.",FALSE,,,,,,,,,
"x972186205394821120",2018-03-09 19:03:48,"x80741093","rsbellmedia","RT @CancerTruthNews: BREAKING: Department of Justice #DOJ Sues County in Wisconsin Over Nurse Being Forced to Receive #FluShot Against... h…","Twitter Web Client",140,,,,FALSE,TRUE,0,2,"DOJ FluShot",,,,,,,,,,,,,"x121291327","CancerTruthNews","en",,,,,,,,,,,,,,,,"x972182148131168256","BREAKING: Department of Justice #DOJ Sues County in Wisconsin Over Nurse Being Forced to Receive #FluShot Against... https://t.co/VdGj7jcllW",2018-03-09 18:47:41,,1,"x121291327","CancerTruthNews","Ty & Char Bollinger",6698,633,10013,"Anytown, USA","Ty and Charlene Bollinger are Christians, health freedom advocates, cancer researchers, and author of the best‐selling book Cancer - Step Outside the Box.",FALSE,,,,,,,,,
"x972182148131168256",2018-03-09 18:47:41,"x121291327","CancerTruthNews","BREAKING: Department of Justice #DOJ Sues County in Wisconsin Over Nurse Being Forced to Receive #FluShot Against... https://t.co/VdGj7jcllW","Facebook",140,,,,FALSE,FALSE,1,2,"DOJ FluShot",,"fb.me/WeNFdKog","https://t.co/VdGj7jcllW","https://fb.me/WeNFdKog",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972173398154629120",2018-03-09 18:12:54,"x715190034866028544","ForesterTKH","RT @CancerTruthNews: BREAKING: Justice Department religious discrimination lawsuit alleges woman was forced to get #flushot or be... https:…","Twitter Web Client",140,,,,FALSE,TRUE,0,1,"flushot",,,,,,,,,,,,,"x121291327","CancerTruthNews","en",,,,,,,,,,,,,,,,"x972172931571707904","BREAKING: Justice Department religious discrimination lawsuit alleges woman was forced to get #flushot or be... https://t.co/oCi3TtrHso",2018-03-09 18:11:03,,0,"x121291327","CancerTruthNews","Ty & Char Bollinger",6698,633,10013,"Anytown, USA","Ty and Charlene Bollinger are Christians, health freedom advocates, cancer researchers, and author of the best‐selling book Cancer - Step Outside the Box.",FALSE,,,,,,,,,
"x972172931571707904",2018-03-09 18:11:03,"x121291327","CancerTruthNews","BREAKING: Justice Department religious discrimination lawsuit alleges woman was forced to get #flushot or be... https://t.co/oCi3TtrHso","Facebook",135,,,,FALSE,FALSE,0,1,"flushot",,"fb.me/9FperCdR7","https://t.co/oCi3TtrHso","https://fb.me/9FperCdR7",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"x972168543763619840",2018-03-09 17:53:37,"x4498309337","AskPippa","RT @epaultaylor: We have been thinking about the #flushot all wrong: It may not always prevent illness, but it will reduce risk of death. B…","Twitter Web Client",140,,,,FALSE,TRUE,0,2,"flushot",,,,,,,,,,,,,"x726103488","epaultaylor","en",,,,,,,,,,,,,,,,"x972132939663261696","We have been thinking about the #flushot all wrong: It may not always prevent illness, but it will reduce risk of death. By @TaraHaelle @NBCNewsThink Via @picardonhealth #influenza https://t.co/dknixIPeEA",2018-03-09 15:32:08,,5,"x726103488","epaultaylor","Paul Taylor",2797,316,20331,"Toronto","Patient Navigation Advisor at Sunnybrook Health Sciences Centre. Focused on #Health, #Science as well as Space.",FALSE,,,,,,,,,
"x972165741163106306",2018-03-09 17:42:29,"x2296214449","DrKendraB","RT @OTT_CPmedic: Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .…","Twitter Web Client",139,,,,FALSE,TRUE,0,16,"CommunityParamedics",,,,,,,,,,,,,"x940307857689387008","OTT_CPmedic","en",,,,,,,,,,,,,,,,"x972125012655202304","Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .

@ottawahealth @champlainlhin @ottawaparamedic #influenza #beaflufighter #WashYourHands #CoverYourCough #StayHomeIfSick #FluShot https://t.co/Iq6HsYO3YE",2018-03-09 15:00:38,,13,"x940307857689387008","OTT_CPmedic","CommunityParamedics",124,90,260,"Ottawa, Ontario","#Ottawa #CommunityParamedics #ParamédicsCommunautaire
#Paramedic #Paramédic 
Account not monitored 24/7.
Cette page n’est pas surveillée 24/7.",FALSE,,,,,,,,,
"x972162144782385153",2018-03-09 17:28:11,"x937368143311310848","SocialTekOttawa","RT @OTT_CPmedic: Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .…","Twitter Web Client",139,,,,FALSE,TRUE,0,16,"CommunityParamedics",,,,,,,,,,,,,"x940307857689387008","OTT_CPmedic","en",,,,,,,,,,,,,,,,"x972125012655202304","Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .

@ottawahealth @champlainlhin @ottawaparamedic #influenza #beaflufighter #WashYourHands #CoverYourCough #StayHomeIfSick #FluShot https://t.co/Iq6HsYO3YE",2018-03-09 15:00:38,,13,"x940307857689387008","OTT_CPmedic","CommunityParamedics",124,90,260,"Ottawa, Ontario","#Ottawa #CommunityParamedics #ParamédicsCommunautaire
#Paramedic #Paramédic 
Account not monitored 24/7.
Cette page n’est pas surveillée 24/7.",FALSE,,,,,,,,,
"x972161544355135488",2018-03-09 17:25:48,"x84366480","ottawahealth","RT @OTT_CPmedic: Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .…","Twitter Web Client",139,,,,FALSE,TRUE,0,16,"CommunityParamedics",,,,,,,,,,,,,"x940307857689387008","OTT_CPmedic","en",,,,,,,,,,,,,,,,"x972125012655202304","Influenza is still affecting our community.  Here are some tips from Ottawa Public Health and your #CommunityParamedics .

@ottawahealth @champlainlhin @ottawaparamedic #influenza #beaflufighter #WashYourHands #CoverYourCough #StayHomeIfSick #FluShot https://t.co/Iq6HsYO3YE",2018-03-09 15:00:38,,13,"x940307857689387008","OTT_CPmedic","CommunityParamedics",124,90,260,"Ottawa, Ontario","#Ottawa #CommunityParamedics #ParamédicsCommunautaire
#Paramedic #Paramédic 
Account not monitored 24/7.
Cette page n’est pas surveillée 24/7.",FALSE,,,,,,,,,
"x972154687154802691",2018-03-09 16:58:33,"x1606384740","VanessaFordDC","It's never too late to get your #flushot. https://t.co/rkGmrGbNQW","Twitter Web Client",41,,,,TRUE,FALSE,1,0,"flushot",,"twitter.com/jillpromoli/st…","https://t.co/rkGmrGbNQW","https://twitter.com/jillpromoli/status/972150735961051138",,,,,,,,,,,"en","x972150735961051138","Two years ago. I didn't know two years could feel so short and so long at the same time. That day I had no idea that Jude had less than two months left. It's warming up, but the flu is still circulating. Do your part to stop the spread. #flushot
#forjudeforeveryone #publichealth https://t.co/FAvTRpnEei",2018-03-09 16:42:51,,17,9,"x32871593","jillpromoli","Jill Promoli",456,206,1220,"GTA","Mom, wife, photographer, traveler, knitter, and suddenly a flu shot advocate.  ""If life wasn't funny it would just be true, and that's unacceptable.""",FALSE,,,,,,,,,,,,,,,,,,,,,,,
"x972149935348092928",2018-03-09 16:39:40,"x879759914847096836","MimiHo18","RT @TheNYevening: #CDC Doctor, Who Said #FluShot Caused Deadly Outbreak, Missing Feared Dead https://t.co/215cVdJcvT https://t.co/fUT5ramcZR","Twitter for Android",140,,,,FALSE,TRUE,0,71,"CDC FluShot",,"nyeveningnews.com/2018/03/05/cdc…","https://t.co/215cVdJcvT","http://nyeveningnews.com/2018/03/05/cdc-doctor-said-flu-shot-caused-deadly-outbreak-missing-feared-dead/","http://pbs.twimg.com/media/DXin6TDXcAA3TOH.jpg","https://t.co/fUT5ramcZR","https://twitter.com/TheNYevening/status/970710401087307777/photo/1","photo","http://pbs.twimg.com/media/DXin6TDXcAA3TOH.jpg","https://t.co/fUT5ramcZR","https://twitter.com/TheNYevening/status/970710401087307777/photo/1",,"x800501342653399040","TheNYevening","en",,,,,,,,,,,,,,,,"x970710401087307777","#CDC Doctor, Who Said #FluShot Caused Deadly Outbreak, Missing Feared Dead https://t.co/215cVdJcvT https://t.co/fUT5ramcZR",2018-03-05 17:19:29,,33,"x800501342653399040","TheNYevening","The NY Evening",9821,10572,8315,"New York, NY","Truth, Justice and Wisdom!
We discuss Conspiracies, Alternative and Breaking News, Aliens, UFOs, Unexplained Phenomena.",FALSE,,,,,,,,,
"x972147921226477568",2018-03-09 16:31:40,"x890280870627733505","JMONEILL1975","RT @TannersDad: Breaking News More Issues for Ryan Seacrest @RyanSeacrest #ERedCarpet #OSCARS Red Carpet #FluShot Fail 2018 @DavidMuir @ABC…","Twitter for Android",140,,,,FALSE,TRUE,0,5,"ERedCarpet OSCARS FluShot",,,,,,,,,,,,,"x16854311 16190898 56223278 28785486","TannersDad RyanSeacrest DavidMuir ABC","en",,,,,,,,,,,,,,,,"x970334263076900864","Breaking News More Issues for Ryan Seacrest @RyanSeacrest #ERedCarpet #OSCARS Red Carpet #FluShot Fail 2018 @DavidMuir @ABC @Disney Pharmaceutical Propaganda #MSM #FakeNews Subliminal Advertising #AskWhy #WhySayNo #DownSide https://t.co/17ew9Tyfiy",2018-03-04 16:24:50,,6,"x16854311","TannersDad","TannersDad Tim",21404,21366,221120,"Chicago Illinois United States","Age of Autism Vaccine Injury Health #NeverAgain #MentalHealth Activist #WEDID Vaccinate #CDCwhistleblower #VaxXed Vegan #ICAN VaXism News Vaccines Injure #VaXXX",FALSE,,,,,,,,,
